length	run	comparisons	blacklistings
224	8	3400	1
224	9	4198	0
224	10	3878	0
232	1	4683	0
232	2	4563	0
232	3	4196	0
232	4	4140	0
232	5	3842	1
232	6	4045	0
232	7	3555	1
232	8	4315	0
232	9	3908	0
232	10	4144	0
240	1	3427	1
240	2	4073	1
240	3	3917	1
240	4	4968	0
240	5	3732	1
240	6	3576	1
240	7	4121	0
240	8	4430	0
240	9	4505	1
240	10	4239	0
248	1	3825	1
248	2	4206	1
248	3	3921	1
248	4	4325	0
248	5	3648	1
248	6	4825	0
248	7	4046	0
248	8	4827	0
248	9	4147	1
248	10	3768	1
256	1	3851	1
256	2	4590	1
256	3	4065	1
256	4	4275	1
256	5	4585	0
256	6	4070	1
256	7	3971	1
256	8	3922	1
256	9	4556	0
256	10	4122	1
264	1	4041	1
264	2	4035	1
264	3	4600	1
264	4	4052	1
264	5	3741	1
264	6	4760	0
264	7	4269	1
264	8	4984	0
264	9	4559	0
264	10	5248	0
272	1	4074	1
272	2	5153	0
272	3	4605	1
272	4	4734	0
272	5	4293	1
272	6	4386	1
272	7	4070	1
272	8	4187	1
272	9	4103	1
272	10	3907	1
280	1	5305	0
280	2	4884	1
280	3	4750	1
280	4	4481	0
280	5	3846	1
280	6	5346	0
280	7	4434	1
280	8	5548	0
280	9	4354	1
280	10	4134	1
288	1	4433	1
288	2	4623	1
288	3	4846	1
288	4	5194	0
288	5	3913	1
288	6	4957	1
288	7	5508	0
288	8	4800	1
288	9	5392	0
288	10	4061	1
296	1	4655	1
296	2	5003	1
296	3	4375	1
296	4	5217	1
296	5	4566	1
296	6	4687	1
296	7	4744	1
296	8	4714	1
296	9	4828	1
296	10	5106	1
304	1	4605	1
304	2	5708	0
304	3	5727	0
304	4	4677	1
304	5	5872	0
304	6	5082	1
304	7	6136	0
304	8	5617	1
304	9	5446	0
304	10	5385	1
312	1	4792	1
312	2	4734	1
312	3	4742	1
312	4	4551	1
312	5	4779	1
312	6	5998	0
312	7	4811	1
312	8	4643	1
312	9	4705	1
312	10	4349	1
320	1	6837	0
320	2	5475	1
320	3	5744	1
320	4	4592	1
320	5	4518	1
320	6	5236	1
320	7	6037	0
320	8	5441	0
320	9	5364	1
320	10	4500	1
328	1	4871	1
328	2	5265	1
328	3	5381	1
328	4	5304	1
328	5	5671	0
328	6	5414	1
328	7	5142	1
328	8	4917	1
328	9	5421	1
328	10	4986	1
336	1	6395	0
336	2	6360	0
336	3	6645	1
336	4	6326	0
336	5	6003	1
336	6	7104	0
336	7	4994	1
336	8	5330	1
336	9	5672	1
336	10	5224	1
344	1	5497	1
344	2	5582	1
344	3	5262	1
344	4	5628	1
344	5	5524	1
344	6	5161	1
344	7	4858	1
344	8	5611	1
344	9	6056	1
344	10	5183	1
352	1	6838	0
352	2	6550	0
352	3	5638	1
352	4	6151	0
352	5	5323	1
352	6	5707	1
352	7	5453	1
352	8	5489	1
352	9	7372	0
352	10	5593	1
360	1	5087	1
360	2	5632	1
360	3	5775	1
360	4	5385	1
360	5	5916	1
360	6	6312	1
360	7	5303	1
360	8	5481	1
360	9	5551	1
360	10	5253	1
368	1	6188	1
368	2	5753	1
368	3	4916	1
368	4	6216	1
368	5	5984	1
368	6	5485	1
368	7	7285	0
368	8	6023	1
368	9	5029	1
368	10	5861	1
376	1	6955	1
376	2	6873	1
376	3	5852	1
376	4	5482	1
376	5	6755	1
376	6	5759	1
376	7	7205	1
376	8	6307	1
376	9	6785	1
376	10	6260	1
384	1	5892	1
384	2	6451	1
384	3	6017	1
384	4	6610	1
384	5	6078	1
384	6	6042	1
384	7	7088	0
384	8	6115	1
384	9	5230	1
384	10	6594	1
392	1	6244	1
392	2	6245	1
392	3	6354	1
392	4	5864	1
392	5	6009	1
392	6	5669	1
392	7	6333	1
392	8	6315	1
392	9	6409	1
392	10	6884	1
400	1	6996	1
400	2	6516	1
400	3	6719	1
400	4	5941	1
400	5	7710	0
400	6	6659	1
400	7	5892	1
400	8	6661	1
400	9	6819	1
400	10	6106	1
408	1	6442	1
408	2	6044	1
408	3	6348	1
408	4	7017	1
408	5	7397	1
408	6	6095	1
408	7	7052	1
408	8	6413	1
408	9	6657	1
408	10	7080	1
416	1	6964	1
416	2	6547	1
416	3	6938	1
416	4	7808	1
416	5	6019	1
416	6	7382	1
416	7	6369	1
416	8	7178	1
416	9	6771	1
416	10	6631	1
424	1	6907	1
424	2	6677	1
424	3	6173	1
424	4	7153	1
424	5	5959	1
424	6	7507	0
424	7	7486	1
424	8	5674	1
424	9	7113	1
424	10	6186	1
432	1	7862	1
432	2	7388	1
432	3	7227	1
432	4	6807	1
432	5	7034	1
432	6	7182	1
432	7	7824	1
432	8	7001	1
432	9	7320	1
432	10	6959	1
440	1	7688	1
440	2	7181	1
440	3	7439	1
440	4	6242	1
440	5	6824	1
440	6	7555	1
440	7	6715	1
440	8	6824	1
440	9	7629	1
440	10	8390	0
448	1	7082	1
448	2	7660	1
448	3	8826	0
448	4	7167	1
448	5	7004	1
448	6	8216	1
448	7	8105	0
448	8	7584	1
448	9	7155	1
448	10	7122	1
456	1	6920	1
456	2	8659	1
456	3	7760	1
456	4	6859	1
456	5	7500	1
456	6	6482	1
456	7	7600	1
456	8	7672	1
456	9	8150	1
456	10	7087	1
464	1	7469	1
464	2	7283	1
464	3	7471	1
464	4	7542	1
464	5	7138	1
464	6	8107	1
464	7	8177	1
464	8	6889	1
464	9	7602	1
464	10	7267	1
472	1	7454	1
472	2	6968	1
472	3	8292	1
472	4	7341	1
472	5	8316	1
472	6	8110	1
472	7	7681	1
472	8	7454	1
472	9	7362	1
472	10	8223	1
480	1	8419	1
480	2	9930	1
480	3	7096	1
480	4	7917	1
480	5	9918	0
480	6	9660	0
480	7	8241	1
480	8	7562	1
480	9	8119	1
480	10	7688	1
488	1	7889	1
488	2	8484	1
488	3	8456	1
488	4	8850	1
488	5	8419	1
488	6	7844	1
488	7	8195	1
488	8	8591	1
488	9	8119	1
488	10	8045	1
496	1	7498	1
496	2	7355	1
496	3	8923	1
496	4	9180	1
496	5	8712	1
496	6	8743	0
496	7	7977	1
496	8	7856	1
496	9	8329	1
496	10	7873	1
504	1	8775	1
504	2	9399	1
504	3	8441	1
504	4	8015	1
504	5	8363	1
504	6	8333	1
504	7	7890	1
504	8	9099	1
504	9	8241	1
504	10	7623	1
512	1	7371	1
512	2	8213	1
512	3	7980	1
512	4	9223	1
512	5	7201	1
512	6	9395	1
512	7	7941	1
512	8	8462	1
512	9	8933	1
512	10	8746	1
520	1	8582	1
520	2	8242	1
520	3	7357	1
520	4	7598	1
520	5	7258	1
520	6	7523	1
520	7	9006	1
520	8	8301	1
520	9	7324	1
520	10	7998	1
528	1	8527	1
528	2	6784	1
528	3	8237	1
528	4	6747	1
528	5	8593	1
528	6	7722	1
528	7	7941	1
528	8	7713	1
528	9	8477	1
528	10	7147	1
536	1	8540	1
536	2	8935	1
536	3	8700	1
536	4	7755	1
536	5	9000	1
536	6	8262	1
536	7	9374	1
536	8	8384	1
536	9	7259	1
536	10	7739	1
544	1	7921	1
544	2	8143	1
544	3	8141	1
544	4	8650	1
544	5	8869	1
544	6	8811	1
544	7	9699	1
544	8	9377	1
544	9	7976	1
544	10	9068	1
552	1	8627	1
552	2	9404	1
552	3	8614	1
552	4	9219	1
552	5	9206	1
552	6	9492	1
552	7	8221	1
552	8	8521	1
552	9	8246	1
552	10	8744	1
560	1	7861	1
560	2	8293	1
560	3	8380	1
560	4	8741	1
560	5	8988	1
560	6	8133	1
560	7	8634	1
560	8	8084	1
560	9	8550	1
560	10	8473	1
568	1	8373	1
568	2	8462	1
568	3	8238	1
568	4	9285	1
568	5	8207	1
568	6	8663	1
568	7	9334	1
568	8	9112	1
568	9	8229	1
568	10	8592	1
576	1	9438	1
576	2	8436	1
576	3	8719	1
576	4	8852	1
576	5	8802	1
576	6	8012	1
576	7	9113	1
576	8	7597	1
576	9	9099	1
576	10	8522	1
584	1	9469	1
584	2	10025	1
584	3	9020	1
584	4	9308	1
584	5	9641	1
584	6	9405	1
584	7	8412	1
584	8	8978	1
584	9	9782	1
584	10	8740	1
592	1	8964	1
592	2	9463	1
592	3	8773	1
592	4	9566	1
592	5	8556	1
592	6	8588	1
592	7	8785	1
592	8	9368	1
592	9	9906	1
592	10	9393	1
600	1	10906	1
600	2	8518	1
600	3	9522	1
600	4	9186	1
600	5	9174	1
600	6	9405	1
600	7	8628	1
600	8	9444	1
600	9	10221	1
600	10	11082	1
608	1	9898	1
608	2	9741	1
608	3	9771	1
608	4	8894	1
608	5	10706	1
608	6	9938	1
608	7	10261	1
608	8	9687	1
608	9	8979	1
608	10	8552	1
616	1	10015	1
616	2	10394	1
616	3	10410	1
616	4	9956	1
616	5	8954	1
616	6	10215	1
616	7	8611	1
616	8	9201	1
616	9	10265	1
616	10	9876	1
624	1	9838	1
624	2	9833	1
624	3	10381	1
624	4	10001	1
624	5	10315	1
624	6	9474	1
624	7	9186	1
624	8	9503	1
624	9	9384	1
624	10	9978	1
632	1	9199	1
632	2	10462	1
632	3	9758	1
632	4	9532	1
632	5	9576	1
632	6	8142	1
632	7	10330	1
632	8	10967	1
632	9	11048	1
632	10	9573	1
640	1	12424	1
640	2	9335	1
640	3	10357	1
640	4	10105	1
640	5	10612	1
640	6	12364	1
640	7	9583	1
640	8	10566	1
640	9	10671	1
640	10	11132	1
648	1	9597	1
648	2	10827	1
648	3	10307	1
648	4	10103	1
648	5	10232	1
648	6	10035	1
648	7	9469	1
648	8	11326	1
648	9	10869	1
648	10	10212	1
656	1	10804	1
656	2	10543	1
656	3	9481	1
656	4	10345	1
656	5	10424	1
656	6	11187	1
656	7	9701	1
656	8	10470	1
656	9	9896	1
656	10	10526	1
664	1	10784	1
664	2	10096	1
664	3	9780	1
664	4	10175	1
664	5	9314	1
664	6	9824	1
664	7	10360	1
664	8	9727	1
664	9	10957	1
664	10	10356	1
672	1	13751	0
672	2	11646	1
672	3	10150	1
672	4	11241	1
672	5	9437	1
672	6	13039	1
672	7	9951	1
672	8	10614	1
672	9	11206	1
672	10	10410	1
680	1	10518	1
680	2	10416	1
680	3	11528	1
680	4	11880	1
680	5	10120	1
680	6	10704	1
680	7	10676	1
680	8	9352	1
680	9	10669	1
680	10	9459	1
688	1	11211	1
688	2	10155	1
688	3	10104	1
688	4	10537	1
688	5	10259	1
688	6	9371	1
688	7	9930	1
688	8	11677	1
688	9	11919	1
688	10	9757	1
696	1	11269	1
696	2	10614	1
696	3	10449	1
696	4	10883	1
696	5	10507	1
696	6	10856	1
696	7	10370	1
696	8	11556	1
696	9	11803	1
696	10	10564	1
704	1	12987	1
704	2	11204	1
704	3	10204	1
704	4	11009	1
704	5	11306	1
704	6	10780	1
704	7	11905	1
704	8	10773	1
704	9	12503	1
704	10	11107	1
712	1	9791	1
712	2	11285	1
712	3	10794	1
712	4	12454	1
712	5	11476	1
712	6	9944	1
712	7	11901	1
712	8	12069	1
712	9	10608	1
712	10	11558	1
720	1	10366	1
720	2	10893	1
720	3	12209	1
720	4	11365	1
720	5	11759	1
720	6	11466	1
720	7	11942	1
720	8	10502	1
720	9	11736	1
720	10	10874	1
728	1	11455	1
728	2	10547	1
728	3	12117	1
728	4	11475	1
728	5	11218	1
728	6	11451	1
728	7	13062	1
728	8	10877	1
728	9	11810	1
728	10	12699	1
736	1	12851	1
736	2	11398	1
736	3	10910	1
736	4	12214	1
736	5	12619	1
736	6	10723	1
736	7	13805	1
736	8	11927	1
736	9	12683	1
736	10	12197	1
744	1	13026	1
744	2	12095	1
744	3	11646	1
744	4	12067	1
744	5	13023	1
744	6	11713	1
744	7	12196	1
744	8	13197	1
744	9	10985	1
744	10	12503	1
752	1	11521	1
752	2	11174	1
752	3	11738	1
752	4	11352	1
752	5	12231	1
752	6	11948	1
752	7	11873	1
752	8	10580	1
752	9	11787	1
752	10	12256	1
760	1	10278	1
760	2	12563	1
760	3	12092	1
760	4	11323	1
760	5	12881	1
760	6	11341	1
760	7	12086	1
760	8	12531	1
760	9	11751	1
760	10	11627	1
768	1	13545	1
768	2	12672	1
768	3	11431	1
768	4	11926	1
768	5	10641	1
768	6	14910	1
768	7	12268	1
768	8	14425	1
768	9	11150	1
768	10	11496	1
776	1	11611	1
776	2	12087	1
776	3	11514	1
776	4	12705	1
776	5	12083	1
776	6	12599	1
776	7	13090	1
776	8	12023	1
776	9	11877	1
776	10	12543	1
784	1	12421	1
784	2	11345	1
784	3	11698	1
784	4	11850	1
784	5	13912	1
784	6	11961	1
784	7	11841	1
784	8	11762	1
784	9	11769	1
784	10	11955	1
792	1	12819	1
792	2	11695	1
792	3	11625	1
792	4	14181	1
792	5	12532	1
792	6	13376	1
792	7	10978	1
792	8	12161	1
792	9	13492	1
792	10	11866	1
800	1	12791	1
800	2	13017	1
800	3	12355	1
800	4	12681	1
800	5	13715	1
800	6	12575	1
800	7	13702	1
800	8	12744	1
800	9	11023	1
800	10	11601	1
808	1	14167	1
808	2	12950	1
808	3	13670	1
808	4	11363	1
808	5	14001	1
808	6	13173	1
808	7	13192	1
808	8	13208	1
808	9	14148	1
808	10	13400	1
816	1	12219	1
816	2	13219	1
816	3	12124	1
816	4	13178	1
816	5	12569	1
816	6	13035	1
816	7	12647	1
816	8	12837	1
816	9	12818	1
816	10	12683	1
824	1	15491	1
824	2	13044	1
824	3	11581	1
824	4	12415	1
824	5	12806	1
824	6	12736	1
824	7	12598	1
824	8	12923	1
824	9	12596	1
824	10	12236	1
832	1	13874	1
832	2	14827	1
832	3	14577	1
832	4	13691	1
832	5	11876	1
832	6	16571	1
832	7	14436	1
832	8	14899	1
832	9	13118	1
832	10	12751	1
840	1	12722	1
840	2	12848	1
840	3	14599	1
840	4	13323	1
840	5	14413	1
840	6	12393	1
840	7	13511	1
840	8	14736	1
840	9	13431	1
840	10	14655	1
848	1	13835	1
848	2	12745	1
848	3	13270	1
848	4	13935	1
848	5	14274	1
848	6	14705	1
848	7	11713	1
848	8	13514	1
848	9	12921	1
848	10	13928	1
856	1	13504	1
856	2	13789	1
856	3	13391	1
856	4	13753	1
856	5	13502	1
856	6	14391	1
856	7	13363	1
856	8	14147	1
856	9	13819	1
856	10	13526	1
864	1	14165	1
864	2	13236	1
864	3	13374	1
864	4	12891	1
864	5	13533	1
864	6	13147	1
864	7	14333	1
864	8	14541	1
864	9	13648	1
864	10	14612	1
872	1	15506	1
872	2	14281	1
872	3	14432	1
872	4	14256	1
872	5	14090	1
872	6	13336	1
872	7	13777	1
872	8	14643	1
872	9	12976	1
872	10	13642	1
880	1	14712	1
880	2	13094	1
880	3	13091	1
880	4	14441	1
880	5	14143	1
880	6	15264	1
880	7	14043	1
880	8	14896	1
880	9	13221	1
880	10	14487	1
888	1	14491	1
888	2	13664	1
888	3	14807	1
888	4	13761	1
888	5	15930	1
888	6	14466	1
888	7	12283	1
888	8	14724	1
888	9	14243	1
888	10	15177	1
896	1	15604	1
896	2	14714	1
896	3	13257	1
896	4	13918	1
896	5	13987	1
896	6	16097	1
896	7	13400	1
896	8	16432	1
896	9	13639	1
896	10	15503	1
904	1	13639	1
904	2	14646	1
904	3	13594	1
904	4	13535	1
904	5	15819	1
904	6	15218	1
904	7	15069	1
904	8	15407	1
904	9	14723	1
904	10	13427	1
912	1	14621	1
912	2	15199	1
912	3	14015	1
912	4	15612	1
912	5	16368	1
912	6	13762	1
912	7	14527	1
912	8	16199	1
912	9	14006	1
912	10	14381	1
920	1	13868	1
920	2	14558	1
920	3	15030	1
920	4	14483	1
920	5	14671	1
920	6	14652	1
920	7	14278	1
920	8	15126	1
920	9	13944	1
920	10	14802	1
928	1	15719	1
928	2	15560	1
928	3	15487	1
928	4	16498	1
928	5	15731	1
928	6	14247	1
928	7	15136	1
928	8	14921	1
928	9	16113	1
928	10	15755	1
936	1	14371	1
936	2	16019	1
936	3	15368	1
936	4	14822	1
936	5	15802	1
936	6	15895	1
936	7	13708	1
936	8	15962	1
936	9	14105	1
936	10	15411	1
944	1	15099	1
944	2	14630	1
944	3	15651	1
944	4	14616	1
944	5	15442	1
944	6	13877	1
944	7	15185	1
944	8	14052	1
944	9	16841	1
944	10	15083	1
952	1	14474	1
952	2	15293	1
952	3	14724	1
952	4	14902	1
952	5	15291	1
952	6	14685	1
952	7	15579	1
952	8	15153	1
952	9	13806	1
952	10	15499	1
960	1	16092	1
960	2	16148	1
960	3	14801	1
960	4	14720	1
960	5	16791	1
960	6	15922	1
960	7	15867	1
960	8	15672	1
960	9	16969	1
960	10	15392	1
968	1	14867	1
968	2	14825	1
968	3	15930	1
968	4	16297	1
968	5	15986	1
968	6	15720	1
968	7	15547	1
968	8	17308	1
968	9	15992	1
968	10	15851	1
976	1	14614	1
976	2	15646	1
976	3	14711	1
976	4	16259	1
976	5	15586	1
976	6	15350	1
976	7	17471	1
976	8	15939	1
976	9	16758	1
976	10	14630	1
984	1	16062	1
984	2	16330	1
984	3	17676	1
984	4	15955	1
984	5	15563	1
984	6	16182	1
984	7	15932	1
984	8	15910	1
984	9	15336	1
984	10	17653	1
992	1	16957	1
992	2	15963	1
992	3	16647	1
992	4	14306	1
992	5	16720	1
992	6	14671	1
992	7	15852	1
992	8	14271	1
992	9	15034	1
992	10	17680	1
1000	1	15811	1
1000	2	15081	1
1000	3	16018	1
1000	4	17248	1
1000	5	17894	1
1000	6	15436	1
1000	7	16622	1
1000	8	17381	1
1000	9	16728	1
1000	10	16552	1
1008	1	17312	1
1008	2	16499	1
1008	3	16474	1
1008	4	16857	1
1008	5	15954	1
1008	6	15936	1
1008	7	15574	1
1008	8	16810	1
1008	9	16046	1
1008	10	16199	1
1016	1	16057	1
1016	2	15724	1
1016	3	18292	1
1016	4	16115	1
1016	5	16047	1
1016	6	16126	1
1016	7	15434	1
1016	8	16175	1
1016	9	18588	1
1016	10	17803	1
1024	1	14671	1
1024	2	15810	1
1024	3	14085	1
1024	4	13064	1
1024	5	15542	1
1024	6	15384	1
1024	7	17471	1
1024	8	15475	1
1024	9	15325	1
1024	10	16751	1
