length	run	comparisons	blacklistings
384	9	6343	1
384	10	7179	0
392	1	6634	1
392	2	5529	1
392	3	6239	1
392	4	5950	1
392	5	6292	1
392	6	6102	1
392	7	6176	1
392	8	5793	1
392	9	5943	1
392	10	5605	1
400	1	6018	1
400	2	6764	1
400	3	6581	1
400	4	6027	1
400	5	6064	1
400	6	6371	1
400	7	6030	1
400	8	6206	1
400	9	6161	1
400	10	6061	1
408	1	6354	1
408	2	6263	1
408	3	6338	1
408	4	6741	1
408	5	6247	1
408	6	6796	1
408	7	6352	1
408	8	6454	1
408	9	6287	1
408	10	6925	1
416	1	6092	1
416	2	6972	1
416	3	8344	0
416	4	6209	1
416	5	7148	1
416	6	7343	1
416	7	7138	1
416	8	7240	1
416	9	7172	1
416	10	6139	1
424	1	6173	1
424	2	6943	1
424	3	7016	1
424	4	6974	1
424	5	5893	1
424	6	6405	1
424	7	6813	1
424	8	7497	1
424	9	7429	1
424	10	7021	1
432	1	6679	1
432	2	6605	1
432	3	6639	1
432	4	6849	1
432	5	6832	1
432	6	6510	1
432	7	6719	1
432	8	7221	1
432	9	6402	1
432	10	6824	1
440	1	7100	1
440	2	7630	1
440	3	6981	1
440	4	7697	1
440	5	6737	1
440	6	7287	1
440	7	7196	1
440	8	6908	1
440	9	7258	1
440	10	7351	1
448	1	6750	1
448	2	6776	1
448	3	7780	1
448	4	7069	1
448	5	7890	1
448	6	7060	1
448	7	6967	1
448	8	7904	1
448	9	6752	1
448	10	7135	1
456	1	6769	1
456	2	6969	1
456	3	7768	1
456	4	6205	1
456	5	6682	1
456	6	7028	1
456	7	7131	1
456	8	7040	1
456	9	7198	1
456	10	6883	1
464	1	7038	1
464	2	7949	1
464	3	7162	1
464	4	7571	1
464	5	6715	1
464	6	7281	1
464	7	7029	1
464	8	7709	1
464	9	6974	1
464	10	7256	1
472	1	7022	1
472	2	7849	1
472	3	6848	1
472	4	7485	1
472	5	8057	1
472	6	7804	1
472	7	7826	1
472	8	7096	1
472	9	7104	1
472	10	8337	1
480	1	8368	1
480	2	7537	1
480	3	8391	1
480	4	7437	1
480	5	7402	1
480	6	8393	1
480	7	7824	1
480	8	9601	0
480	9	7311	1
480	10	8652	1
488	1	8852	1
488	2	8896	1
488	3	7673	1
488	4	7504	1
488	5	7678	1
488	6	9393	1
488	7	7831	1
488	8	7431	1
488	9	6788	1
488	10	7354	1
496	1	8543	1
496	2	8143	1
496	3	6858	1
496	4	8445	1
496	5	8153	1
496	6	7466	1
496	7	7675	1
496	8	7931	1
496	9	7495	1
496	10	8413	1
504	1	7642	1
504	2	7497	1
504	3	8193	1
504	4	7965	1
504	5	8905	1
504	6	7704	1
504	7	7799	1
504	8	7494	1
504	9	8508	1
504	10	8777	1
512	1	7824	1
512	2	7667	1
512	3	7394	1
512	4	8305	1
512	5	8569	1
512	6	7573	1
512	7	9596	0
512	8	7492	1
512	9	8279	1
512	10	8478	1
520	1	9250	1
520	2	8199	1
520	3	7731	1
520	4	7933	1
520	5	7582	1
520	6	8198	1
520	7	8146	1
520	8	7729	1
520	9	7165	1
520	10	7876	1
528	1	7670	1
528	2	7518	1
528	3	6821	1
528	4	7863	1
528	5	7859	1
528	6	8336	1
528	7	8840	1
528	8	7856	1
528	9	7149	1
528	10	7275	1
536	1	8338	1
536	2	8049	1
536	3	7518	1
536	4	7689	1
536	5	7872	1
536	6	9010	1
536	7	7907	1
536	8	8439	1
536	9	9269	1
536	10	9005	1
544	1	7999	1
544	2	9230	1
544	3	8925	1
544	4	7473	1
544	5	7983	1
544	6	8021	1
544	7	7783	1
544	8	7908	1
544	9	7616	1
544	10	8253	1
552	1	9407	1
552	2	8423	1
552	3	8069	1
552	4	7163	1
552	5	7486	1
552	6	8061	1
552	7	8619	1
552	8	7840	1
552	9	8463	1
552	10	7569	1
560	1	8002	1
560	2	8212	1
560	3	8724	1
560	4	7944	1
560	5	8832	1
560	6	8675	1
560	7	7440	1
560	8	8037	1
560	9	7984	1
560	10	7655	1
568	1	8178	1
568	2	9780	1
568	3	8015	1
568	4	7755	1
568	5	7851	1
568	6	7967	1
568	7	7929	1
568	8	8311	1
568	9	8362	1
568	10	8229	1
576	1	9939	1
576	2	9281	1
576	3	8628	1
576	4	8162	1
576	5	8536	1
576	6	8781	1
576	7	9538	1
576	8	8055	1
576	9	8457	1
576	10	7449	1
584	1	9137	1
584	2	9456	1
584	3	7798	1
584	4	9001	1
584	5	9776	1
584	6	8083	1
584	7	9040	1
584	8	9813	1
584	9	9167	1
584	10	8438	1
592	1	8506	1
592	2	8592	1
592	3	9624	1
592	4	9346	1
592	5	8211	1
592	6	9258	1
592	7	8059	1
592	8	8455	1
592	9	9434	1
592	10	9054	1
600	1	10051	1
600	2	9846	1
600	3	8975	1
600	4	8530	1
600	5	7973	1
600	6	8500	1
600	7	8695	1
600	8	8997	1
600	9	9029	1
600	10	8417	1
608	1	9945	1
608	2	9408	1
608	3	9276	1
608	4	8179	1
608	5	9282	1
608	6	8827	1
608	7	8961	1
608	8	10098	1
608	9	11768	0
608	10	10046	1
616	1	9434	1
616	2	9579	1
616	3	9935	1
616	4	9536	1
616	5	9932	1
616	6	9024	1
616	7	9435	1
616	8	9029	1
616	9	9278	1
616	10	8754	1
624	1	9327	1
624	2	10886	1
624	3	9568	1
624	4	9526	1
624	5	10182	1
624	6	7880	1
624	7	9036	1
624	8	9076	1
624	9	10139	1
624	10	10061	1
632	1	8930	1
632	2	9672	1
632	3	9518	1
632	4	9201	1
632	5	7776	1
632	6	10060	1
632	7	9190	1
632	8	9770	1
632	9	10260	1
632	10	10049	1
640	1	9764	1
640	2	13025	1
640	3	12549	1
640	4	8880	1
640	5	10292	1
640	6	9601	1
640	7	10032	1
640	8	9859	1
640	9	9806	1
640	10	11354	1
648	1	9920	1
648	2	10022	1
648	3	9042	1
648	4	9778	1
648	5	10293	1
648	6	9051	1
648	7	9929	1
648	8	10103	1
648	9	9692	1
648	10	10138	1
656	1	10048	1
656	2	9203	1
656	3	10303	1
656	4	9024	1
656	5	9052	1
656	6	9256	1
656	7	9991	1
656	8	10287	1
656	9	10184	1
656	10	10864	1
664	1	9385	1
664	2	9244	1
664	3	9880	1
664	4	9963	1
664	5	10728	1
664	6	9660	1
664	7	9925	1
664	8	9519	1
664	9	9623	1
664	10	10047	1
672	1	11371	1
672	2	10738	1
672	3	9817	1
672	4	10686	1
672	5	9363	1
672	6	10423	1
672	7	10507	1
672	8	10210	1
672	9	10124	1
672	10	9784	1
680	1	11062	1
680	2	11014	1
680	3	11796	1
680	4	11506	1
680	5	11070	1
680	6	9252	1
680	7	11586	1
680	8	11582	1
680	9	10670	1
680	10	10626	1
688	1	9962	1
688	2	9868	1
688	3	10249	1
688	4	10752	1
688	5	9993	1
688	6	10267	1
688	7	10150	1
688	8	9889	1
688	9	10480	1
688	10	10334	1
696	1	10871	1
696	2	9784	1
696	3	10564	1
696	4	11206	1
696	5	10957	1
696	6	10303	1
696	7	10926	1
696	8	9805	1
696	9	9940	1
696	10	10476	1
704	1	11563	1
704	2	11632	1
704	3	10262	1
704	4	11340	1
704	5	10214	1
704	6	10864	1
704	7	11783	1
704	8	10253	1
704	9	10043	1
704	10	10883	1
712	1	10810	1
712	2	10985	1
712	3	11277	1
712	4	10648	1
712	5	11839	1
712	6	11146	1
712	7	12845	1
712	8	11029	1
712	9	9923	1
712	10	11697	1
720	1	11358	1
720	2	11339	1
720	3	10506	1
720	4	11091	1
720	5	10475	1
720	6	11273	1
720	7	10683	1
720	8	11360	1
720	9	11048	1
720	10	11130	1
728	1	10917	1
728	2	10473	1
728	3	10854	1
728	4	10825	1
728	5	10360	1
728	6	10093	1
728	7	10827	1
728	8	10978	1
728	9	10872	1
728	10	10702	1
736	1	10493	1
736	2	12496	1
736	3	11695	1
736	4	12191	1
736	5	11559	1
736	6	10732	1
736	7	12095	1
736	8	11542	1
736	9	10992	1
736	10	12131	1
744	1	11310	1
744	2	11885	1
744	3	11863	1
744	4	11806	1
744	5	12646	1
744	6	11425	1
744	7	10199	1
744	8	12249	1
744	9	12425	1
744	10	12332	1
752	1	11112	1
752	2	11400	1
752	3	12602	1
752	4	12554	1
752	5	11834	1
752	6	12480	1
752	7	11219	1
752	8	10717	1
752	9	10871	1
752	10	11642	1
760	1	11440	1
760	2	11168	1
760	3	11893	1
760	4	11569	1
760	5	12138	1
760	6	10991	1
760	7	11471	1
760	8	11628	1
760	9	11145	1
760	10	13087	1
768	1	12689	1
768	2	10765	1
768	3	12102	1
768	4	14127	1
768	5	10849	1
768	6	10807	1
768	7	11368	1
768	8	10652	1
768	9	12522	1
768	10	11741	1
776	1	12393	1
776	2	11024	1
776	3	12038	1
776	4	11116	1
776	5	12468	1
776	6	12058	1
776	7	12802	1
776	8	10772	1
776	9	12589	1
776	10	12449	1
784	1	10767	1
784	2	13628	1
784	3	11958	1
784	4	11374	1
784	5	12554	1
784	6	10874	1
784	7	11561	1
784	8	13137	1
784	9	12705	1
784	10	11279	1
792	1	11801	1
792	2	13365	1
792	3	11560	1
792	4	12332	1
792	5	11235	1
792	6	12438	1
792	7	11287	1
792	8	12266	1
792	9	11837	1
792	10	12984	1
800	1	11112	1
800	2	13243	1
800	3	11779	1
800	4	11658	1
800	5	12205	1
800	6	11481	1
800	7	12277	1
800	8	11989	1
800	9	13035	1
800	10	12257	1
808	1	13032	1
808	2	15167	1
808	3	12067	1
808	4	12941	1
808	5	11844	1
808	6	12786	1
808	7	13470	1
808	8	12766	1
808	9	12598	1
808	10	13812	1
816	1	13424	1
816	2	12462	1
816	3	11357	1
816	4	12183	1
816	5	12097	1
816	6	13279	1
816	7	13016	1
816	8	11843	1
816	9	12963	1
816	10	12464	1
824	1	13721	1
824	2	13020	1
824	3	12744	1
824	4	12647	1
824	5	12469	1
824	6	13048	1
824	7	12693	1
824	8	12965	1
824	9	12958	1
824	10	12746	1
832	1	15287	1
832	2	13846	1
832	3	14181	1
832	4	13713	1
832	5	13309	1
832	6	12263	1
832	7	15046	1
832	8	14238	1
832	9	13003	1
832	10	12677	1
840	1	13512	1
840	2	12598	1
840	3	13460	1
840	4	12783	1
840	5	13582	1
840	6	11657	1
840	7	12955	1
840	8	13289	1
840	9	13359	1
840	10	12889	1
848	1	12346	1
848	2	12196	1
848	3	13701	1
848	4	12443	1
848	5	13080	1
848	6	13214	1
848	7	11632	1
848	8	12844	1
848	9	12881	1
848	10	12237	1
856	1	13548	1
856	2	13119	1
856	3	14566	1
856	4	12159	1
856	5	14255	1
856	6	12470	1
856	7	13336	1
856	8	12475	1
856	9	13606	1
856	10	13488	1
864	1	12676	1
864	2	13592	1
864	3	12964	1
864	4	14313	1
864	5	12898	1
864	6	15019	1
864	7	13509	1
864	8	13467	1
864	9	12801	1
864	10	13278	1
872	1	14055	1
872	2	13596	1
872	3	13478	1
872	4	13371	1
872	5	12741	1
872	6	13432	1
872	7	13171	1
872	8	12910	1
872	9	14869	1
872	10	13529	1
880	1	12956	1
880	2	13575	1
880	3	13178	1
880	4	13827	1
880	5	13970	1
880	6	13983	1
880	7	14429	1
880	8	13242	1
880	9	13407	1
880	10	14995	1
888	1	13549	1
888	2	13771	1
888	3	13162	1
888	4	14073	1
888	5	15434	1
888	6	14392	1
888	7	13191	1
888	8	15087	1
888	9	14202	1
888	10	12273	1
896	1	14777	1
896	2	13866	1
896	3	14069	1
896	4	14102	1
896	5	15945	1
896	6	14484	1
896	7	14430	1
896	8	15339	1
896	9	15395	1
896	10	13590	1
904	1	13469	1
904	2	15733	1
904	3	14375	1
904	4	14088	1
904	5	13761	1
904	6	14939	1
904	7	14283	1
904	8	15730	1
904	9	14590	1
904	10	14357	1
912	1	12945	1
912	2	13925	1
912	3	14100	1
912	4	15160	1
912	5	14448	1
912	6	14199	1
912	7	14642	1
912	8	13758	1
912	9	14711	1
912	10	13075	1
920	1	14616	1
920	2	14466	1
920	3	14067	1
920	4	14001	1
920	5	13835	1
920	6	14077	1
920	7	14274	1
920	8	12985	1
920	9	14436	1
920	10	15320	1
928	1	14870	1
928	2	14415	1
928	3	14092	1
928	4	13523	1
928	5	14965	1
928	6	14207	1
928	7	15250	1
928	8	13512	1
928	9	15368	1
928	10	15428	1
936	1	14214	1
936	2	15190	1
936	3	15155	1
936	4	14929	1
936	5	14565	1
936	6	15232	1
936	7	14066	1
936	8	15043	1
936	9	15731	1
936	10	15269	1
944	1	13839	1
944	2	14271	1
944	3	15444	1
944	4	13829	1
944	5	15129	1
944	6	14390	1
944	7	15779	1
944	8	13989	1
944	9	15227	1
944	10	14401	1
952	1	16077	1
952	2	15261	1
952	3	14206	1
952	4	14686	1
952	5	15166	1
952	6	15041	1
952	7	14775	1
952	8	16122	1
952	9	14384	1
952	10	14302	1
960	1	15604	1
960	2	15195	1
960	3	15035	1
960	4	14075	1
960	5	15479	1
960	6	15401	1
960	7	15551	1
960	8	14496	1
960	9	15993	1
960	10	15999	1
968	1	15770	1
968	2	16317	1
968	3	16161	1
968	4	15457	1
968	5	13619	1
968	6	13963	1
968	7	16551	1
968	8	15470	1
968	9	15102	1
968	10	14624	1
976	1	15794	1
976	2	14522	1
976	3	15778	1
976	4	14429	1
976	5	15462	1
976	6	15234	1
976	7	15302	1
976	8	14889	1
976	9	14816	1
976	10	15124	1
984	1	15351	1
984	2	15290	1
984	3	14223	1
984	4	17128	1
984	5	15641	1
984	6	15948	1
984	7	15485	1
984	8	16559	1
984	9	16656	1
984	10	15611	1
992	1	16541	1
992	2	16986	1
992	3	16182	1
992	4	17102	1
992	5	14912	1
992	6	15168	1
992	7	15950	1
992	8	15228	1
992	9	16011	1
992	10	15997	1
1000	1	16644	1
1000	2	15773	1
1000	3	15456	1
1000	4	16378	1
1000	5	15975	1
1000	6	17384	1
1000	7	15920	1
1000	8	16525	1
1000	9	15228	1
1000	10	16609	1
1008	1	15451	1
1008	2	15690	1
1008	3	16286	1
1008	4	16130	1
1008	5	16650	1
1008	6	15183	1
1008	7	15737	1
1008	8	14633	1
1008	9	15969	1
1008	10	16269	1
1016	1	15065	1
1016	2	16760	1
1016	3	14670	1
1016	4	14993	1
1016	5	14663	1
1016	6	16478	1
1016	7	15422	1
1016	8	17611	1
1016	9	17330	1
1016	10	15398	1
1024	1	17161	1
1024	2	15123	1
1024	3	15098	1
1024	4	15201	1
1024	5	12989	1
1024	6	14517	1
1024	7	14014	1
1024	8	14816	1
1024	9	15221	1
1024	10	14304	1
