length	run	comparisons	blacklistings
312	8	4685	1
312	9	6432	0
312	10	4431	1
320	1	6105	0
320	2	4856	1
320	3	4750	1
320	4	6190	1
320	5	6250	1
320	6	6339	1
320	7	5483	1
320	8	4868	1
320	9	5495	1
320	10	6055	1
328	1	5738	1
328	2	5751	1
328	3	5345	1
328	4	4981	1
328	5	5125	1
328	6	4798	1
328	7	5349	1
328	8	4939	1
328	9	4906	1
328	10	5356	1
336	1	5357	1
336	2	6601	0
336	3	6316	0
336	4	6607	1
336	5	5444	1
336	6	5845	1
336	7	5587	1
336	8	5594	1
336	9	5452	1
336	10	5354	1
344	1	6201	0
344	2	5352	1
344	3	6375	1
344	4	5532	1
344	5	5558	1
344	6	5509	1
344	7	6686	1
344	8	6387	1
344	9	5507	1
344	10	5582	1
352	1	5990	1
352	2	7035	1
352	3	5309	1
352	4	5527	1
352	5	5536	1
352	6	6834	0
352	7	5686	1
352	8	5479	1
352	9	5782	1
352	10	6206	1
360	1	7140	0
360	2	5651	1
360	3	5770	1
360	4	6084	1
360	5	4969	1
360	6	5648	1
360	7	6287	1
360	8	6491	1
360	9	6218	1
360	10	7038	1
368	1	7662	0
368	2	6072	1
368	3	7011	0
368	4	6251	1
368	5	6848	0
368	6	6232	1
368	7	7643	0
368	8	6063	1
368	9	6150	1
368	10	6218	1
376	1	6000	1
376	2	6220	1
376	3	7299	0
376	4	7083	1
376	5	6512	1
376	6	6055	1
376	7	6039	1
376	8	6299	1
376	9	6575	1
376	10	6979	1
384	1	8030	0
384	2	6506	1
384	3	7677	0
384	4	7786	0
384	5	5932	1
384	6	7242	0
384	7	8634	0
384	8	6512	1
384	9	7417	0
384	10	7009	1
392	1	7278	1
392	2	7506	1
392	3	6406	1
392	4	7721	1
392	5	5984	1
392	6	6798	1
392	7	6189	1
392	8	6648	1
392	9	6317	1
392	10	5967	1
400	1	6399	1
400	2	7103	1
400	3	7017	1
400	4	7459	1
400	5	7649	0
400	6	7050	1
400	7	6847	1
400	8	6658	1
400	9	6469	1
400	10	6595	1
408	1	6764	1
408	2	6631	1
408	3	7174	1
408	4	6107	1
408	5	6571	1
408	6	6346	1
408	7	7932	0
408	8	6224	1
408	9	6324	1
408	10	8107	0
416	1	6656	1
416	2	8583	0
416	3	8560	0
416	4	8683	0
416	5	6885	1
416	6	6954	1
416	7	7331	1
416	8	6834	1
416	9	7431	1
416	10	6997	1
424	1	7149	1
424	2	8672	0
424	3	7038	1
424	4	8053	1
424	5	9271	0
424	6	8350	1
424	7	7932	1
424	8	6575	1
424	9	7575	1
424	10	6427	1
432	1	7648	1
432	2	6475	1
432	3	8439	0
432	4	7973	1
432	5	7027	1
432	6	7675	1
432	7	8260	1
432	8	7372	1
432	9	6854	1
432	10	8975	0
440	1	8048	1
440	2	7301	1
440	3	6848	1
440	4	7695	1
440	5	7531	1
440	6	8722	0
440	7	6413	1
440	8	8987	0
440	9	7382	1
440	10	7792	1
448	1	9479	0
448	2	8348	1
448	3	6897	1
448	4	7762	1
448	5	8873	1
448	6	7559	1
448	7	9205	1
448	8	7660	1
448	9	9302	1
448	10	7548	1
456	1	7337	1
456	2	7138	1
456	3	8644	1
456	4	6950	1
456	5	7828	1
456	6	9450	0
456	7	7185	1
456	8	8322	1
456	9	6970	1
456	10	7020	1
464	1	7699	1
464	2	8415	1
464	3	8285	1
464	4	7242	1
464	5	9685	0
464	6	7810	1
464	7	7555	1
464	8	8252	1
464	9	7733	1
464	10	7484	1
472	1	7558	1
472	2	8533	1
472	3	8201	1
472	4	8693	1
472	5	7660	1
472	6	8290	1
472	7	7461	1
472	8	8572	1
472	9	8053	1
472	10	8657	1
480	1	8320	1
480	2	7634	1
480	3	8899	1
480	4	8215	1
480	5	7969	1
480	6	8054	1
480	7	8017	1
480	8	7742	1
480	9	8436	1
480	10	8073	1
488	1	8321	1
488	2	8004	1
488	3	9344	1
488	4	8172	1
488	5	9762	0
488	6	8638	1
488	7	7905	1
488	8	7949	1
488	9	8675	1
488	10	8488	1
496	1	10004	0
496	2	8635	1
496	3	8324	1
496	4	8565	1
496	5	8440	1
496	6	8382	1
496	7	9293	1
496	8	8439	1
496	9	7547	1
496	10	8202	1
504	1	9037	0
504	2	8632	1
504	3	8506	1
504	4	9512	1
504	5	8603	1
504	6	8440	1
504	7	9125	1
504	8	7733	1
504	9	9585	1
504	10	9287	1
512	1	9336	1
512	2	7985	1
512	3	8805	1
512	4	7700	1
512	5	8089	1
512	6	9278	1
512	7	9513	1
512	8	10166	1
512	9	7750	1
512	10	9410	1
520	1	9255	1
520	2	9317	1
520	3	8687	1
520	4	9350	1
520	5	8622	1
520	6	7746	1
520	7	8153	1
520	8	9002	1
520	9	9254	1
520	10	9296	1
528	1	8526	1
528	2	9044	1
528	3	8232	1
528	4	8586	1
528	5	7328	1
528	6	7918	1
528	7	8444	1
528	8	7822	1
528	9	9959	1
528	10	8357	1
536	1	8315	1
536	2	7544	1
536	3	9195	1
536	4	9056	1
536	5	8949	1
536	6	9918	1
536	7	8160	1
536	8	8715	1
536	9	7641	1
536	10	8592	1
544	1	8513	1
544	2	9357	1
544	3	8977	1
544	4	7809	1
544	5	8519	1
544	6	9172	1
544	7	8568	1
544	8	9754	1
544	9	9433	1
544	10	9532	1
552	1	8862	1
552	2	9769	1
552	3	8931	1
552	4	10005	1
552	5	8492	1
552	6	8699	1
552	7	8324	1
552	8	7782	1
552	9	8135	1
552	10	8926	1
560	1	9413	1
560	2	8156	1
560	3	7878	1
560	4	9087	1
560	5	11244	1
560	6	8617	1
560	7	9051	1
560	8	7566	1
560	9	8658	1
560	10	8918	1
568	1	11008	1
568	2	10303	1
568	3	8727	1
568	4	8908	1
568	5	10440	1
568	6	8603	1
568	7	10189	1
568	8	11141	1
568	9	9383	1
568	10	10380	1
576	1	10006	1
576	2	8640	1
576	3	8013	1
576	4	9029	1
576	5	11230	1
576	6	11366	1
576	7	10372	1
576	8	8760	1
576	9	10699	1
576	10	10023	1
584	1	9785	1
584	2	10014	1
584	3	9326	1
584	4	7863	1
584	5	8955	1
584	6	8920	1
584	7	9719	1
584	8	10042	1
584	9	12390	0
584	10	9232	1
592	1	9340	1
592	2	9036	1
592	3	9792	1
592	4	8853	1
592	5	9498	1
592	6	8231	1
592	7	9964	1
592	8	9561	1
592	9	10477	1
592	10	10392	1
600	1	9689	1
600	2	8923	1
600	3	10000	1
600	4	9774	1
600	5	10556	1
600	6	9464	1
600	7	9396	1
600	8	9400	1
600	9	8369	1
600	10	10075	1
608	1	10065	1
608	2	9759	1
608	3	9909	1
608	4	9635	1
608	5	10156	1
608	6	10154	1
608	7	9556	1
608	8	10052	1
608	9	9762	1
608	10	14388	0
616	1	9580	1
616	2	9528	1
616	3	10080	1
616	4	10375	1
616	5	10170	1
616	6	11386	1
616	7	9870	1
616	8	9818	1
616	9	10720	1
616	10	9672	1
624	1	10175	1
624	2	11105	1
624	3	9915	1
624	4	10247	1
624	5	9816	1
624	6	9521	1
624	7	10833	1
624	8	9309	1
624	9	9396	1
624	10	10269	1
632	1	12693	1
632	2	9308	1
632	3	9921	1
632	4	10608	1
632	5	12349	1
632	6	9540	1
632	7	8959	1
632	8	10377	1
632	9	10090	1
632	10	8172	1
640	1	11259	1
640	2	10158	1
640	3	11527	1
640	4	10173	1
640	5	10832	1
640	6	11731	1
640	7	10283	1
640	8	10204	1
640	9	10397	1
640	10	11845	1
648	1	10198	1
648	2	10871	1
648	3	9902	1
648	4	10221	1
648	5	10604	1
648	6	10531	1
648	7	10699	1
648	8	11690	1
648	9	10897	1
648	10	11924	1
656	1	11563	1
656	2	11203	1
656	3	9948	1
656	4	11736	1
656	5	10448	1
656	6	10838	1
656	7	9693	1
656	8	11436	1
656	9	10684	1
656	10	10690	1
664	1	10187	1
664	2	11702	1
664	3	11927	1
664	4	9628	1
664	5	10680	1
664	6	9951	1
664	7	10123	1
664	8	10540	1
664	9	11235	1
664	10	12552	1
672	1	10642	1
672	2	12192	1
672	3	11261	1
672	4	12355	1
672	5	11116	1
672	6	11396	1
672	7	10526	1
672	8	14380	0
672	9	12017	1
672	10	10850	1
680	1	11592	1
680	2	11210	1
680	3	12029	1
680	4	11524	1
680	5	10429	1
680	6	11385	1
680	7	11147	1
680	8	10159	1
680	9	12565	1
680	10	10482	1
688	1	10943	1
688	2	11218	1
688	3	11321	1
688	4	10364	1
688	5	11964	1
688	6	11075	1
688	7	10762	1
688	8	11691	1
688	9	11270	1
688	10	11849	1
696	1	10928	1
696	2	11884	1
696	3	11035	1
696	4	10778	1
696	5	11073	1
696	6	11181	1
696	7	11154	1
696	8	11612	1
696	9	10774	1
696	10	11635	1
704	1	12283	1
704	2	12325	1
704	3	12438	1
704	4	11157	1
704	5	12672	1
704	6	11798	1
704	7	13093	1
704	8	13607	1
704	9	10634	1
704	10	12292	1
712	1	13018	1
712	2	12723	1
712	3	11471	1
712	4	11385	1
712	5	10179	1
712	6	12626	1
712	7	11730	1
712	8	12098	1
712	9	12122	1
712	10	12095	1
720	1	11788	1
720	2	11736	1
720	3	10311	1
720	4	11319	1
720	5	11924	1
720	6	11234	1
720	7	11511	1
720	8	11951	1
720	9	11788	1
720	10	11993	1
728	1	12176	1
728	2	12832	1
728	3	12496	1
728	4	12185	1
728	5	13107	1
728	6	11909	1
728	7	10688	1
728	8	11710	1
728	9	12026	1
728	10	13406	1
736	1	12830	1
736	2	11574	1
736	3	13952	1
736	4	12581	1
736	5	11411	1
736	6	12050	1
736	7	13240	1
736	8	14229	1
736	9	14201	1
736	10	12137	1
744	1	13322	1
744	2	11828	1
744	3	12694	1
744	4	12131	1
744	5	12492	1
744	6	11725	1
744	7	13040	1
744	8	13610	1
744	9	12899	1
744	10	12970	1
752	1	13771	1
752	2	12737	1
752	3	12009	1
752	4	12913	1
752	5	14888	1
752	6	11769	1
752	7	12649	1
752	8	12921	1
752	9	13998	1
752	10	11888	1
760	1	12953	1
760	2	12703	1
760	3	12262	1
760	4	10497	1
760	5	12225	1
760	6	11328	1
760	7	13318	1
760	8	11879	1
760	9	13666	1
760	10	12365	1
768	1	12787	1
768	2	12812	1
768	3	13335	1
768	4	15117	1
768	5	12325	1
768	6	12017	1
768	7	12306	1
768	8	16433	0
768	9	11744	1
768	10	11873	1
776	1	12967	1
776	2	12409	1
776	3	13408	1
776	4	13736	1
776	5	11990	1
776	6	13472	1
776	7	13799	1
776	8	13803	1
776	9	13388	1
776	10	13413	1
784	1	12690	1
784	2	12958	1
784	3	15086	1
784	4	11628	1
784	5	13558	1
784	6	13283	1
784	7	13829	1
784	8	12452	1
784	9	13284	1
784	10	12617	1
792	1	14733	1
792	2	12517	1
792	3	13457	1
792	4	13889	1
792	5	14771	1
792	6	13775	1
792	7	13122	1
792	8	12964	1
792	9	12384	1
792	10	12647	1
800	1	12505	1
800	2	13173	1
800	3	13070	1
800	4	12559	1
800	5	13665	1
800	6	12827	1
800	7	12815	1
800	8	13389	1
800	9	13695	1
800	10	13919	1
808	1	11438	1
808	2	12201	1
808	3	13296	1
808	4	14422	1
808	5	12845	1
808	6	14530	1
808	7	12751	1
808	8	12980	1
808	9	13385	1
808	10	12174	1
816	1	12527	1
816	2	12406	1
816	3	13480	1
816	4	14158	1
816	5	13329	1
816	6	13741	1
816	7	13928	1
816	8	12183	1
816	9	12997	1
816	10	13058	1
824	1	13248	1
824	2	12077	1
824	3	14639	1
824	4	12998	1
824	5	16140	1
824	6	12454	1
824	7	12889	1
824	8	14198	1
824	9	13629	1
824	10	13371	1
832	1	18393	0
832	2	14935	1
832	3	15072	1
832	4	14451	1
832	5	13194	1
832	6	14965	1
832	7	13886	1
832	8	13865	1
832	9	14824	1
832	10	15168	1
840	1	15153	1
840	2	14418	1
840	3	15263	1
840	4	13820	1
840	5	13956	1
840	6	14557	1
840	7	13921	1
840	8	14471	1
840	9	14857	1
840	10	14252	1
848	1	14308	1
848	2	15619	1
848	3	16398	1
848	4	12874	1
848	5	14576	1
848	6	13812	1
848	7	13762	1
848	8	13122	1
848	9	13738	1
848	10	14620	1
856	1	15576	1
856	2	15159	1
856	3	14855	1
856	4	14803	1
856	5	13819	1
856	6	13931	1
856	7	13961	1
856	8	13667	1
856	9	13610	1
856	10	13108	1
864	1	13443	1
864	2	15753	1
864	3	15320	1
864	4	13567	1
864	5	16221	1
864	6	13991	1
864	7	12715	1
864	8	14221	1
864	9	16801	1
864	10	13429	1
872	1	15583	1
872	2	14243	1
872	3	16463	1
872	4	16393	1
872	5	13303	1
872	6	13290	1
872	7	14459	1
872	8	15047	1
872	9	15782	1
872	10	15200	1
880	1	14218	1
880	2	14944	1
880	3	14003	1
880	4	15836	1
880	5	13486	1
880	6	16214	1
880	7	15634	1
880	8	14381	1
880	9	16763	1
880	10	13761	1
888	1	14661	1
888	2	16915	1
888	3	16861	1
888	4	14379	1
888	5	14873	1
888	6	14442	1
888	7	14045	1
888	8	15369	1
888	9	14929	1
888	10	15474	1
896	1	15351	1
896	2	15193	1
896	3	14492	1
896	4	15214	1
896	5	15396	1
896	6	15242	1
896	7	14753	1
896	8	14826	1
896	9	16834	1
896	10	16255	1
904	1	16300	1
904	2	16171	1
904	3	15387	1
904	4	15634	1
904	5	15913	1
904	6	15875	1
904	7	17044	1
904	8	16382	1
904	9	15045	1
904	10	16628	1
912	1	16244	1
912	2	14334	1
912	3	15398	1
912	4	15201	1
912	5	14475	1
912	6	16037	1
912	7	16888	1
912	8	15947	1
912	9	17003	1
912	10	14862	1
920	1	16121	1
920	2	14351	1
920	3	14876	1
920	4	15600	1
920	5	14768	1
920	6	15443	1
920	7	14997	1
920	8	14816	1
920	9	14215	1
920	10	15879	1
928	1	16830	1
928	2	14417	1
928	3	18593	1
928	4	14978	1
928	5	19602	0
928	6	15339	1
928	7	15994	1
928	8	15837	1
928	9	15415	1
928	10	15468	1
936	1	14659	1
936	2	14545	1
936	3	16396	1
936	4	16217	1
936	5	15489	1
936	6	15659	1
936	7	17332	1
936	8	16612	1
936	9	16480	1
936	10	16690	1
944	1	15144	1
944	2	15625	1
944	3	16857	1
944	4	16776	1
944	5	15631	1
944	6	14277	1
944	7	16401	1
944	8	15987	1
944	9	14882	1
944	10	15621	1
952	1	17051	1
952	2	14332	1
952	3	19385	1
952	4	16190	1
952	5	15339	1
952	6	15900	1
952	7	16218	1
952	8	15887	1
952	9	14734	1
952	10	16703	1
960	1	14727	1
960	2	20455	0
960	3	16054	1
960	4	17477	1
960	5	21351	0
960	6	16840	1
960	7	16936	1
960	8	16034	1
960	9	18425	1
960	10	16405	1
968	1	16768	1
968	2	16460	1
968	3	17300	1
968	4	17079	1
968	5	16946	1
968	6	16893	1
968	7	15975	1
968	8	16856	1
968	9	16256	1
968	10	17359	1
976	1	15377	1
976	2	16619	1
976	3	16264	1
976	4	17243	1
976	5	16007	1
976	6	17959	1
976	7	16875	1
976	8	14777	1
976	9	16760	1
976	10	16745	1
984	1	19354	1
984	2	17423	1
984	3	17579	1
984	4	16457	1
984	5	17165	1
984	6	16890	1
984	7	15748	1
984	8	15997	1
984	9	16413	1
984	10	16255	1
992	1	17735	1
992	2	15869	1
992	3	16565	1
992	4	16916	1
992	5	16708	1
992	6	16461	1
992	7	18587	1
992	8	19191	1
992	9	16387	1
992	10	16737	1
1000	1	16209	1
1000	2	18927	1
1000	3	17031	1
1000	4	16376	1
1000	5	17542	1
1000	6	16521	1
1000	7	17500	1
1000	8	16762	1
1000	9	16675	1
1000	10	16903	1
1008	1	17251	1
1008	2	17612	1
1008	3	16847	1
1008	4	17447	1
1008	5	18330	1
1008	6	18058	1
1008	7	20214	1
1008	8	17021	1
1008	9	17668	1
1008	10	18074	1
1016	1	18115	1
1016	2	15923	1
1016	3	18952	1
1016	4	18593	1
1016	5	18163	1
1016	6	18897	1
1016	7	17328	1
1016	8	16631	1
1016	9	18681	1
1016	10	17640	1
1024	1	16398	1
1024	2	15244	1
1024	3	15703	1
1024	4	18768	1
1024	5	16286	1
1024	6	18048	1
1024	7	16552	1
1024	8	19400	1
1024	9	17115	1
1024	10	16903	1
